Long,Lat,,,
150.363256,-33.812317,,"{lng: 150.363256, lat: -33.812317},","150.363256 -33.812317,"
150.36317,-33.81246,,"{lng: 150.36317, lat: -33.81246},","150.36317 -33.81246,"
150.362981,-33.814349,,"{lng: 150.362981, lat: -33.814349},","150.362981 -33.814349,"
150.363053,-33.81524,,"{lng: 150.363053, lat: -33.81524},","150.363053 -33.81524,"
150.362671,-33.815909,,"{lng: 150.362671, lat: -33.815909},","150.362671 -33.815909,"
150.361772,-33.816269,,"{lng: 150.361772, lat: -33.816269},","150.361772 -33.816269,"
150.360413,-33.81598,,"{lng: 150.360413, lat: -33.81598},","150.360413 -33.81598,"
150.359913,-33.816166,,"{lng: 150.359913, lat: -33.816166},","150.359913 -33.816166,"
150.359913,-33.816495,,"{lng: 150.359913, lat: -33.816495},","150.359913 -33.816495,"
150.360775,-33.817869,,"{lng: 150.360775, lat: -33.817869},","150.360775 -33.817869,"
150.36081,-33.818485,,"{lng: 150.36081, lat: -33.818485},","150.36081 -33.818485,"
150.360069,-33.820918,,"{lng: 150.360069, lat: -33.820918},","150.360069 -33.820918,"
150.358346,-33.822463,,"{lng: 150.358346, lat: -33.822463},","150.358346 -33.822463,"
150.35807,-33.823035,,"{lng: 150.35807, lat: -33.823035},","150.35807 -33.823035,"
150.357967,-33.823679,,"{lng: 150.357967, lat: -33.823679},","150.357967 -33.823679,"
150.356816,-33.824872,,"{lng: 150.356816, lat: -33.824872},","150.356816 -33.824872,"
150.356648,-33.826543,,"{lng: 150.356648, lat: -33.826543},","150.356648 -33.826543,"
150.357072,-33.829793,,"{lng: 150.357072, lat: -33.829793},","150.357072 -33.829793,"
150.356865,-33.830778,,"{lng: 150.356865, lat: -33.830778},","150.356865 -33.830778,"
150.356365,-33.831479,,"{lng: 150.356365, lat: -33.831479},","150.356365 -33.831479,"
150.355641,-33.832051,,"{lng: 150.355641, lat: -33.832051},","150.355641 -33.832051,"
150.355038,-33.832966,,"{lng: 150.355038, lat: -33.832966},","150.355038 -33.832966,"
150.354572,-33.833124,,"{lng: 150.354572, lat: -33.833124},","150.354572 -33.833124,"
150.3534,-33.833123,,"{lng: 150.3534, lat: -33.833123},","150.3534 -33.833123,"
150.352624,-33.833581,,"{lng: 150.352624, lat: -33.833581},","150.352624 -33.833581,"
150.352848,-33.833867,,"{lng: 150.352848, lat: -33.833867},","150.352848 -33.833867,"
150.354521,-33.834498,,"{lng: 150.354521, lat: -33.834498},","150.354521 -33.834498,"
150.357349,-33.834541,,"{lng: 150.357349, lat: -33.834541},","150.357349 -33.834541,"
150.359004,-33.835215,,"{lng: 150.359004, lat: -33.835215},","150.359004 -33.835215,"
150.359608,-33.836317,,"{lng: 150.359608, lat: -33.836317},","150.359608 -33.836317,"
150.359574,-33.836861,,"{lng: 150.359574, lat: -33.836861},","150.359574 -33.836861,"
150.359195,-33.837533,,"{lng: 150.359195, lat: -33.837533},","150.359195 -33.837533,"
150.358539,-33.838034,,"{lng: 150.358539, lat: -33.838034},","150.358539 -33.838034,"
150.357746,-33.838034,,"{lng: 150.357746, lat: -33.838034},","150.357746 -33.838034,"
150.356539,-33.837575,,"{lng: 150.356539, lat: -33.837575},","150.356539 -33.837575,"
150.355108,-33.836731,,"{lng: 150.355108, lat: -33.836731},","150.355108 -33.836731,"
150.354797,-33.836745,,"{lng: 150.354797, lat: -33.836745},","150.354797 -33.836745,"
150.354159,-33.837117,,"{lng: 150.354159, lat: -33.837117},","150.354159 -33.837117,"
150.353884,-33.837574,,"{lng: 150.353884, lat: -33.837574},","150.353884 -33.837574,"
150.353849,-33.837947,,"{lng: 150.353849, lat: -33.837947},","150.353849 -33.837947,"
150.354246,-33.838662,,"{lng: 150.354246, lat: -33.838662},","150.354246 -33.838662,"
150.35447,-33.839607,,"{lng: 150.35447, lat: -33.839607},","150.35447 -33.839607,"
150.354988,-33.840323,,"{lng: 150.354988, lat: -33.840323},","150.354988 -33.840323,"
150.355074,-33.841053,,"{lng: 150.355074, lat: -33.841053},","150.355074 -33.841053,"
150.354959,-33.841476,,"{lng: 150.354959, lat: -33.841476},","150.354959 -33.841476,"
150.354152,-33.842393,,"{lng: 150.354152, lat: -33.842393},","150.354152 -33.842393,"
150.353586,-33.842586,,"{lng: 150.353586, lat: -33.842586},","150.353586 -33.842586,"
150.352419,-33.842463,,"{lng: 150.352419, lat: -33.842463},","150.352419 -33.842463,"
150.351051,-33.841282,,"{lng: 150.351051, lat: -33.841282},","150.351051 -33.841282,"
150.350474,-33.841598,,"{lng: 150.350474, lat: -33.841598},","150.350474 -33.841598,"
150.348266,-33.844059,,"{lng: 150.348266, lat: -33.844059},","150.348266 -33.844059,"
150.34753,-33.844416,,"{lng: 150.34753, lat: -33.844416},","150.34753 -33.844416,"
150.346697,-33.844063,,"{lng: 150.346697, lat: -33.844063},","150.346697 -33.844063,"
150.346389,-33.843605,,"{lng: 150.346389, lat: -33.843605},","150.346389 -33.843605,"
150.345604,-33.843094,,"{lng: 150.345604, lat: -33.843094},","150.345604 -33.843094,"
150.345122,-33.842909,,"{lng: 150.345122, lat: -33.842909},","150.345122 -33.842909,"
150.344267,-33.842863,,"{lng: 150.344267, lat: -33.842863},","150.344267 -33.842863,"
150.343969,-33.843203,,"{lng: 150.343969, lat: -33.843203},","150.343969 -33.843203,"
150.34352,-33.84432,,"{lng: 150.34352, lat: -33.84432},","150.34352 -33.84432,"
150.342622,-33.845093,,"{lng: 150.342622, lat: -33.845093},","150.342622 -33.845093,"
150.341678,-33.844986,,"{lng: 150.341678, lat: -33.844986},","150.341678 -33.844986,"
150.340196,-33.84394,,"{lng: 150.340196, lat: -33.84394},","150.340196 -33.84394,"
150.339703,-33.843752,,"{lng: 150.339703, lat: -33.843752},","150.339703 -33.843752,"
150.33931,-33.843922,,"{lng: 150.33931, lat: -33.843922},","150.33931 -33.843922,"
150.339365,-33.845621,,"{lng: 150.339365, lat: -33.845621},","150.339365 -33.845621,"
150.339201,-33.846131,,"{lng: 150.339201, lat: -33.846131},","150.339201 -33.846131,"
150.338551,-33.846538,,"{lng: 150.338551, lat: -33.846538},","150.338551 -33.846538,"
150.336142,-33.84712,,"{lng: 150.336142, lat: -33.84712},","150.336142 -33.84712,"
150.335056,-33.847169,,"{lng: 150.335056, lat: -33.847169},","150.335056 -33.847169,"
150.333955,-33.847466,,"{lng: 150.333955, lat: -33.847466},","150.333955 -33.847466,"
150.333807,-33.847927,,"{lng: 150.333807, lat: -33.847927},","150.333807 -33.847927,"
150.33414,-33.848358,,"{lng: 150.33414, lat: -33.848358},","150.33414 -33.848358,"
150.335809,-33.848674,,"{lng: 150.335809, lat: -33.848674},","150.335809 -33.848674,"
150.338036,-33.849359,,"{lng: 150.338036, lat: -33.849359},","150.338036 -33.849359,"
150.338521,-33.849596,,"{lng: 150.338521, lat: -33.849596},","150.338521 -33.849596,"
150.338964,-33.85007,,"{lng: 150.338964, lat: -33.85007},","150.338964 -33.85007,"
150.33951,-33.851386,,"{lng: 150.33951, lat: -33.851386},","150.33951 -33.851386,"
150.339729,-33.853853,,"{lng: 150.339729, lat: -33.853853},","150.339729 -33.853853,"
150.34121,-33.856084,,"{lng: 150.34121, lat: -33.856084},","150.34121 -33.856084,"
150.340809,-33.856582,,"{lng: 150.340809, lat: -33.856582},","150.340809 -33.856582,"
150.339838,-33.856556,,"{lng: 150.339838, lat: -33.856556},","150.339838 -33.856556,"
150.337616,-33.856062,,"{lng: 150.337616, lat: -33.856062},","150.337616 -33.856062,"
150.332307,-33.855843,,"{lng: 150.332307, lat: -33.855843},","150.332307 -33.855843,"
150.331336,-33.856012,,"{lng: 150.331336, lat: -33.856012},","150.331336 -33.856012,"
150.329357,-33.856697,,"{lng: 150.329357, lat: -33.856697},","150.329357 -33.856697,"
150.327339,-33.856804,,"{lng: 150.327339, lat: -33.856804},","150.327339 -33.856804,"
150.325384,-33.856488,,"{lng: 150.325384, lat: -33.856488},","150.325384 -33.856488,"
150.323038,-33.855763,,"{lng: 150.323038, lat: -33.855763},","150.323038 -33.855763,"
150.322382,-33.85551,,"{lng: 150.322382, lat: -33.85551},","150.322382 -33.85551,"
150.321197,-33.85471,,"{lng: 150.321197, lat: -33.85471},","150.321197 -33.85471,"
150.320188,-33.8536,,"{lng: 150.320188, lat: -33.8536},","150.320188 -33.8536,"
150.31991,-33.853084,,"{lng: 150.31991, lat: -33.853084},","150.31991 -33.853084,"
150.319847,-33.852631,,"{lng: 150.319847, lat: -33.852631},","150.319847 -33.852631,"
150.320049,-33.852041,,"{lng: 150.320049, lat: -33.852041},","150.320049 -33.852041,"
150.321183,-33.850829,,"{lng: 150.321183, lat: -33.850829},","150.321183 -33.850829,"
150.321409,-33.850376,,"{lng: 150.321409, lat: -33.850376},","150.321409 -33.850376,"
150.321384,-33.849765,,"{lng: 150.321384, lat: -33.849765},","150.321384 -33.849765,"
150.321056,-33.849302,,"{lng: 150.321056, lat: -33.849302},","150.321056 -33.849302,"
150.320526,-33.849102,,"{lng: 150.320526, lat: -33.849102},","150.320526 -33.849102,"
150.319795,-33.849092,,"{lng: 150.319795, lat: -33.849092},","150.319795 -33.849092,"
150.318837,-33.849366,,"{lng: 150.318837, lat: -33.849366},","150.318837 -33.849366,"
150.316555,-33.850873,,"{lng: 150.316555, lat: -33.850873},","150.316555 -33.850873,"
150.315534,-33.851358,,"{lng: 150.315534, lat: -33.851358},","150.315534 -33.851358,"
150.314386,-33.851526,,"{lng: 150.314386, lat: -33.851526},","150.314386 -33.851526,"
150.312369,-33.851464,,"{lng: 150.312369, lat: -33.851464},","150.312369 -33.851464,"
150.3116,-33.851148,,"{lng: 150.3116, lat: -33.851148},","150.3116 -33.851148,"
150.309619,-33.849086,,"{lng: 150.309619, lat: -33.849086},","150.309619 -33.849086,"
150.308773,-33.847358,,"{lng: 150.308773, lat: -33.847358},","150.308773 -33.847358,"
150.307928,-33.846295,,"{lng: 150.307928, lat: -33.846295},","150.307928 -33.846295,"
150.307096,-33.845579,,"{lng: 150.307096, lat: -33.845579},","150.307096 -33.845579,"
150.306175,-33.845063,,"{lng: 150.306175, lat: -33.845063},","150.306175 -33.845063,"
150.305343,-33.844863,,"{lng: 150.305343, lat: -33.844863},","150.305343 -33.844863,"
150.304233,-33.844842,,"{lng: 150.304233, lat: -33.844842},","150.304233 -33.844842,"
150.30069,-33.845707,,"{lng: 150.30069, lat: -33.845707},","150.30069 -33.845707,"
150.295824,-33.84793,,"{lng: 150.295824, lat: -33.84793},","150.295824 -33.84793,"
150.293315,-33.849605,,"{lng: 150.293315, lat: -33.849605},","150.293315 -33.849605,"
150.290642,-33.851765,,"{lng: 150.290642, lat: -33.851765},","150.290642 -33.851765,"
150.28986,-33.851976,,"{lng: 150.28986, lat: -33.851976},","150.28986 -33.851976,"
150.287225,-33.851934,,"{lng: 150.287225, lat: -33.851934},","150.287225 -33.851934,"
150.281726,-33.850734,,"{lng: 150.281726, lat: -33.850734},","150.281726 -33.850734,"
150.280855,-33.85066,,"{lng: 150.280855, lat: -33.85066},","150.280855 -33.85066,"
150.279381,-33.850987,,"{lng: 150.279381, lat: -33.850987},","150.279381 -33.850987,"
150.277789,-33.852003,,"{lng: 150.277789, lat: -33.852003},","150.277789 -33.852003,"
150.276238,-33.853552,,"{lng: 150.276238, lat: -33.853552},","150.276238 -33.853552,"
150.27415,-33.856439,,"{lng: 150.27415, lat: -33.856439},","150.27415 -33.856439,"
150.272586,-33.858924,,"{lng: 150.272586, lat: -33.858924},","150.272586 -33.858924,"
150.272107,-33.859509,,"{lng: 150.272107, lat: -33.859509},","150.272107 -33.859509,"
150.271489,-33.859915,,"{lng: 150.271489, lat: -33.859915},","150.271489 -33.859915,"
150.270896,-33.860078,,"{lng: 150.270896, lat: -33.860078},","150.270896 -33.860078,"
150.269743,-33.860109,,"{lng: 150.269743, lat: -33.860109},","150.269743 -33.860109,"
150.269364,-33.859983,,"{lng: 150.269364, lat: -33.859983},","150.269364 -33.859983,"
150.268034,-33.858977,,"{lng: 150.268034, lat: -33.858977},","150.268034 -33.858977,"
150.267507,-33.858743,,"{lng: 150.267507, lat: -33.858743},","150.267507 -33.858743,"
150.266561,-33.85878,,"{lng: 150.266561, lat: -33.85878},","150.266561 -33.85878,"
150.266111,-33.859041,,"{lng: 150.266111, lat: -33.859041},","150.266111 -33.859041,"
150.265644,-33.859546,,"{lng: 150.265644, lat: -33.859546},","150.265644 -33.859546,"
150.265278,-33.860541,,"{lng: 150.265278, lat: -33.860541},","150.265278 -33.860541,"
150.265221,-33.86166,,"{lng: 150.265221, lat: -33.86166},","150.265221 -33.86166,"
150.265685,-33.862651,,"{lng: 150.265685, lat: -33.862651},","150.265685 -33.862651,"
150.265833,-33.863683,,"{lng: 150.265833, lat: -33.863683},","150.265833 -33.863683,"
150.265698,-33.864349,,"{lng: 150.265698, lat: -33.864349},","150.265698 -33.864349,"
150.26519,-33.865265,,"{lng: 150.26519, lat: -33.865265},","150.26519 -33.865265,"
150.262732,-33.86675,,"{lng: 150.262732, lat: -33.86675},","150.262732 -33.86675,"
150.261416,-33.867356,,"{lng: 150.261416, lat: -33.867356},","150.261416 -33.867356,"
150.259224,-33.868791,,"{lng: 150.259224, lat: -33.868791},","150.259224 -33.868791,"
150.2559,-33.870268,,"{lng: 150.2559, lat: -33.870268},","150.2559 -33.870268,"
150.255478,-33.870635,,"{lng: 150.255478, lat: -33.870635},","150.255478 -33.870635,"
150.255152,-33.8713,,"{lng: 150.255152, lat: -33.8713},","150.255152 -33.8713,"
150.254113,-33.871827,,"{lng: 150.254113, lat: -33.871827},","150.254113 -33.871827,"
150.253379,-33.872008,,"{lng: 150.253379, lat: -33.872008},","150.253379 -33.872008,"
150.252679,-33.871869,,"{lng: 150.252679, lat: -33.871869},","150.252679 -33.871869,"
150.251681,-33.871356,,"{lng: 150.251681, lat: -33.871356},","150.251681 -33.871356,"
150.250075,-33.869984,,"{lng: 150.250075, lat: -33.869984},","150.250075 -33.869984,"
150.24833,-33.869091,,"{lng: 150.24833, lat: -33.869091},","150.24833 -33.869091,"
150.247876,-33.868944,,"{lng: 150.247876, lat: -33.868944},","150.247876 -33.868944,"
150.247437,-33.869011,,"{lng: 150.247437, lat: -33.869011},","150.247437 -33.869011,"
150.246837,-33.869557,,"{lng: 150.246837, lat: -33.869557},","150.246837 -33.869557,"
150.246584,-33.870384,,"{lng: 150.246584, lat: -33.870384},","150.246584 -33.870384,"
150.246451,-33.873264,,"{lng: 150.246451, lat: -33.873264},","150.246451 -33.873264,"
150.246536,-33.873939,,"{lng: 150.246536, lat: -33.873939},","150.246536 -33.873939,"
150.246255,-33.875349,,"{lng: 150.246255, lat: -33.875349},","150.246255 -33.875349,"
150.246029,-33.875689,,"{lng: 150.246029, lat: -33.875689},","150.246029 -33.875689,"
150.24613,-33.876682,,"{lng: 150.24613, lat: -33.876682},","150.24613 -33.876682,"
150.245552,-33.877881,,"{lng: 150.245552, lat: -33.877881},","150.245552 -33.877881,"
150.245148,-33.878267,,"{lng: 150.245148, lat: -33.878267},","150.245148 -33.878267,"
150.242665,-33.878955,,"{lng: 150.242665, lat: -33.878955},","150.242665 -33.878955,"
150.241469,-33.879082,,"{lng: 150.241469, lat: -33.879082},","150.241469 -33.879082,"
150.239802,-33.878817,,"{lng: 150.239802, lat: -33.878817},","150.239802 -33.878817,"
150.239012,-33.879097,,"{lng: 150.239012, lat: -33.879097},","150.239012 -33.879097,"
150.238826,-33.879422,,"{lng: 150.238826, lat: -33.879422},","150.238826 -33.879422,"
150.237676,-33.880253,,"{lng: 150.237676, lat: -33.880253},","150.237676 -33.880253,"
150.237459,-33.880563,,"{lng: 150.237459, lat: -33.880563},","150.237459 -33.880563,"
150.237448,-33.88155,,"{lng: 150.237448, lat: -33.88155},","150.237448 -33.88155,"
150.236931,-33.882322,,"{lng: 150.236931, lat: -33.882322},","150.236931 -33.882322,"
150.23676,-33.883209,,"{lng: 150.23676, lat: -33.883209},","150.23676 -33.883209,"
150.236463,-33.883629,,"{lng: 150.236463, lat: -33.883629},","150.236463 -33.883629,"
150.235169,-33.884363,,"{lng: 150.235169, lat: -33.884363},","150.235169 -33.884363,"
150.233297,-33.884538,,"{lng: 150.233297, lat: -33.884538},","150.233297 -33.884538,"
150.231846,-33.884051,,"{lng: 150.231846, lat: -33.884051},","150.231846 -33.884051,"
150.230478,-33.883776,,"{lng: 150.230478, lat: -33.883776},","150.230478 -33.883776,"
150.223906,-33.883026,,"{lng: 150.223906, lat: -33.883026},","150.223906 -33.883026,"
150.221658,-33.882955,,"{lng: 150.221658, lat: -33.882955},","150.221658 -33.882955,"
150.220911,-33.882771,,"{lng: 150.220911, lat: -33.882771},","150.220911 -33.882771,"
150.219563,-33.882869,,"{lng: 150.219563, lat: -33.882869},","150.219563 -33.882869,"
150.217899,-33.882708,,"{lng: 150.217899, lat: -33.882708},","150.217899 -33.882708,"
150.216133,-33.882793,,"{lng: 150.216133, lat: -33.882793},","150.216133 -33.882793,"
150.215002,-33.882324,,"{lng: 150.215002, lat: -33.882324},","150.215002 -33.882324,"
150.214344,-33.882224,,"{lng: 150.214344, lat: -33.882224},","150.214344 -33.882224,"
150.212337,-33.882387,,"{lng: 150.212337, lat: -33.882387},","150.212337 -33.882387,"
150.210188,-33.883016,,"{lng: 150.210188, lat: -33.883016},","150.210188 -33.883016,"
150.208945,-33.883715,,"{lng: 150.208945, lat: -33.883715},","150.208945 -33.883715,"
150.207945,-33.884488,,"{lng: 150.207945, lat: -33.884488},","150.207945 -33.884488,"
150.207364,-33.885225,,"{lng: 150.207364, lat: -33.885225},","150.207364 -33.885225,"
150.206974,-33.885348,,"{lng: 150.206974, lat: -33.885348},","150.206974 -33.885348,"
150.206233,-33.885178,,"{lng: 150.206233, lat: -33.885178},","150.206233 -33.885178,"
150.205218,-33.884637,,"{lng: 150.205218, lat: -33.884637},","150.205218 -33.884637,"
150.202321,-33.882731,,"{lng: 150.202321, lat: -33.882731},","150.202321 -33.882731,"
150.201561,-33.881992,,"{lng: 150.201561, lat: -33.881992},","150.201561 -33.881992,"
150.200205,-33.879787,,"{lng: 150.200205, lat: -33.879787},","150.200205 -33.879787,"
150.198112,-33.878683,,"{lng: 150.198112, lat: -33.878683},","150.198112 -33.878683,"
150.197649,-33.878098,,"{lng: 150.197649, lat: -33.878098},","150.197649 -33.878098,"
150.197074,-33.877805,,"{lng: 150.197074, lat: -33.877805},","150.197074 -33.877805,"
150.196054,-33.878021,,"{lng: 150.196054, lat: -33.878021},","150.196054 -33.878021,"
150.195183,-33.878467,,"{lng: 150.195183, lat: -33.878467},","150.195183 -33.878467,"
150.19308,-33.880259,,"{lng: 150.19308, lat: -33.880259},","150.19308 -33.880259,"
150.192532,-33.881907,,"{lng: 150.192532, lat: -33.881907},","150.192532 -33.881907,"
150.191723,-33.883395,,"{lng: 150.191723, lat: -33.883395},","150.191723 -33.883395,"
150.191118,-33.884986,,"{lng: 150.191118, lat: -33.884986},","150.191118 -33.884986,"
150.19069,-33.885525,,"{lng: 150.19069, lat: -33.885525},","150.19069 -33.885525,"
150.189806,-33.886009,,"{lng: 150.189806, lat: -33.886009},","150.189806 -33.886009,"
150.189102,-33.886106,,"{lng: 150.189102, lat: -33.886106},","150.189102 -33.886106,"
150.188507,-33.885953,,"{lng: 150.188507, lat: -33.885953},","150.188507 -33.885953,"
150.1871,-33.885071,,"{lng: 150.1871, lat: -33.885071},","150.1871 -33.885071,"
150.186844,-33.884482,,"{lng: 150.186844, lat: -33.884482},","150.186844 -33.884482,"
150.186093,-33.88118,,"{lng: 150.186093, lat: -33.88118},","150.186093 -33.88118,"
150.183869,-33.880652,,"{lng: 150.183869, lat: -33.880652},","150.183869 -33.880652,"
150.182212,-33.880667,,"{lng: 150.182212, lat: -33.880667},","150.182212 -33.880667,"
150.180987,-33.880868,,"{lng: 150.180987, lat: -33.880868},","150.180987 -33.880868,"
150.179582,-33.880037,,"{lng: 150.179582, lat: -33.880037},","150.179582 -33.880037,"
150.179175,-33.879996,,"{lng: 150.179175, lat: -33.879996},","150.179175 -33.879996,"
150.178951,-33.880297,,"{lng: 150.178951, lat: -33.880297},","150.178951 -33.880297,"
150.178969,-33.880983,,"{lng: 150.178969, lat: -33.880983},","150.178969 -33.880983,"
150.179297,-33.881927,,"{lng: 150.179297, lat: -33.881927},","150.179297 -33.881927,"
150.179333,-33.882628,,"{lng: 150.179333, lat: -33.882628},","150.179333 -33.882628,"
150.179006,-33.883457,,"{lng: 150.179006, lat: -33.883457},","150.179006 -33.883457,"
150.178644,-33.883901,,"{lng: 150.178644, lat: -33.883901},","150.178644 -33.883901,"
150.177988,-33.884287,,"{lng: 150.177988, lat: -33.884287},","150.177988 -33.884287,"
150.177211,-33.883959,,"{lng: 150.177211, lat: -33.883959},","150.177211 -33.883959,"
150.176866,-33.883973,,"{lng: 150.176866, lat: -33.883973},","150.176866 -33.883973,"
150.17666,-33.884216,,"{lng: 150.17666, lat: -33.884216},","150.17666 -33.884216,"
150.176398,-33.885063,,"{lng: 150.176398, lat: -33.885063},","150.176398 -33.885063,"
150.175867,-33.885675,,"{lng: 150.175867, lat: -33.885675},","150.175867 -33.885675,"
150.174677,-33.885962,,"{lng: 150.174677, lat: -33.885962},","150.174677 -33.885962,"
150.173659,-33.885666,,"{lng: 150.173659, lat: -33.885666},","150.173659 -33.885666,"
150.172847,-33.885719,,"{lng: 150.172847, lat: -33.885719},","150.172847 -33.885719,"
150.172537,-33.886191,,"{lng: 150.172537, lat: -33.886191},","150.172537 -33.886191,"
150.172405,-33.887517,,"{lng: 150.172405, lat: -33.887517},","150.172405 -33.887517,"
150.1714,-33.888294,,"{lng: 150.1714, lat: -33.888294},","150.1714 -33.888294,"
150.169864,-33.887794,,"{lng: 150.169864, lat: -33.887794},","150.169864 -33.887794,"
150.168743,-33.888953,,"{lng: 150.168743, lat: -33.888953},","150.168743 -33.888953,"
150.168277,-33.889082,,"{lng: 150.168277, lat: -33.889082},","150.168277 -33.889082,"
150.167794,-33.88901,,"{lng: 150.167794, lat: -33.88901},","150.167794 -33.88901,"
150.166775,-33.88851,,"{lng: 150.166775, lat: -33.88851},","150.166775 -33.88851,"
150.165923,-33.888532,,"{lng: 150.165923, lat: -33.888532},","150.165923 -33.888532,"
150.165274,-33.888382,,"{lng: 150.165274, lat: -33.888382},","150.165274 -33.888382,"
150.164583,-33.887939,,"{lng: 150.164583, lat: -33.887939},","150.164583 -33.887939,"
150.164376,-33.887525,,"{lng: 150.164376, lat: -33.887525},","150.164376 -33.887525,"
150.164444,-33.886752,,"{lng: 150.164444, lat: -33.886752},","150.164444 -33.886752,"
150.164375,-33.88628,,"{lng: 150.164375, lat: -33.88628},","150.164375 -33.88628,"
150.164237,-33.886209,,"{lng: 150.164237, lat: -33.886209},","150.164237 -33.886209,"
150.163823,-33.886223,,"{lng: 150.163823, lat: -33.886223},","150.163823 -33.886223,"
150.163115,-33.886638,,"{lng: 150.163115, lat: -33.886638},","150.163115 -33.886638,"
150.161787,-33.886982,,"{lng: 150.161787, lat: -33.886982},","150.161787 -33.886982,"
150.161166,-33.887053,,"{lng: 150.161166, lat: -33.887053},","150.161166 -33.887053,"
150.16001,-33.88691,,"{lng: 150.16001, lat: -33.88691},","150.16001 -33.88691,"
150.159595,-33.887025,,"{lng: 150.159595, lat: -33.887025},","150.159595 -33.887025,"
150.158872,-33.887926,,"{lng: 150.158872, lat: -33.887926},","150.158872 -33.887926,"
150.158476,-33.889199,,"{lng: 150.158476, lat: -33.889199},","150.158476 -33.889199,"
150.157424,-33.890186,,"{lng: 150.157424, lat: -33.890186},","150.157424 -33.890186,"
150.156735,-33.891531,,"{lng: 150.156735, lat: -33.891531},","150.156735 -33.891531,"
150.156218,-33.892189,,"{lng: 150.156218, lat: -33.892189},","150.156218 -33.892189,"
150.155908,-33.89309,,"{lng: 150.155908, lat: -33.89309},","150.155908 -33.89309,"
150.15596,-33.893905,,"{lng: 150.15596, lat: -33.893905},","150.15596 -33.893905,"
150.15615,-33.894448,,"{lng: 150.15615, lat: -33.894448},","150.15615 -33.894448,"
150.157393,-33.895478,,"{lng: 150.157393, lat: -33.895478},","150.157393 -33.895478,"
150.158308,-33.895721,,"{lng: 150.158308, lat: -33.895721},","150.158308 -33.895721,"
150.15827,-33.896337,,"{lng: 150.15827, lat: -33.896337},","150.15827 -33.896337,"
150.158395,-33.896578,,"{lng: 150.158395, lat: -33.896578},","150.158395 -33.896578,"
150.15919,-33.897393,,"{lng: 150.15919, lat: -33.897393},","150.15919 -33.897393,"
150.160397,-33.896964,,"{lng: 150.160397, lat: -33.896964},","150.160397 -33.896964,"
150.160984,-33.896992,,"{lng: 150.160984, lat: -33.896992},","150.160984 -33.896992,"
150.161658,-33.897507,,"{lng: 150.161658, lat: -33.897507},","150.161658 -33.897507,"
150.161813,-33.897951,,"{lng: 150.161813, lat: -33.897951},","150.161813 -33.897951,"
150.162021,-33.898122,,"{lng: 150.162021, lat: -33.898122},","150.162021 -33.898122,"
150.162469,-33.898108,,"{lng: 150.162469, lat: -33.898108},","150.162469 -33.898108,"
150.163421,-33.897457,,"{lng: 150.163421, lat: -33.897457},","150.163421 -33.897457,"
150.16378,-33.897364,,"{lng: 150.16378, lat: -33.897364},","150.16378 -33.897364,"
150.165092,-33.897335,,"{lng: 150.165092, lat: -33.897335},","150.165092 -33.897335,"
150.165731,-33.897578,,"{lng: 150.165731, lat: -33.897578},","150.165731 -33.897578,"
150.166526,-33.898779,,"{lng: 150.166526, lat: -33.898779},","150.166526 -33.898779,"
150.16694,-33.899051,,"{lng: 150.16694, lat: -33.899051},","150.16694 -33.899051,"
150.168027,-33.898764,,"{lng: 150.168027, lat: -33.898764},","150.168027 -33.898764,"
150.168958,-33.89885,,"{lng: 150.168958, lat: -33.89885},","150.168958 -33.89885,"
150.16908,-33.899265,,"{lng: 150.16908, lat: -33.899265},","150.16908 -33.899265,"
150.168529,-33.900352,,"{lng: 150.168529, lat: -33.900352},","150.168529 -33.900352,"
150.168564,-33.900867,,"{lng: 150.168564, lat: -33.900867},","150.168564 -33.900867,"
150.168961,-33.901367,,"{lng: 150.168961, lat: -33.901367},","150.168961 -33.901367,"
150.16979,-33.901653,,"{lng: 150.16979, lat: -33.901653},","150.16979 -33.901653,"
150.170049,-33.902054,,"{lng: 150.170049, lat: -33.902054},","150.170049 -33.902054,"
150.16974,-33.904142,,"{lng: 150.16974, lat: -33.904142},","150.16974 -33.904142,"
150.16912,-33.905357,,"{lng: 150.16912, lat: -33.905357},","150.16912 -33.905357,"
150.168188,-33.906388,,"{lng: 150.168188, lat: -33.906388},","150.168188 -33.906388,"
150.167706,-33.907274,,"{lng: 150.167706, lat: -33.907274},","150.167706 -33.907274,"
150.168138,-33.907804,,"{lng: 150.168138, lat: -33.907804},","150.168138 -33.907804,"
150.168052,-33.90829,,"{lng: 150.168052, lat: -33.90829},","150.168052 -33.90829,"
150.167,-33.909492,,"{lng: 150.167, lat: -33.909492},","150.167 -33.909492,"
150.166966,-33.910392,,"{lng: 150.166966, lat: -33.910392},","150.166966 -33.910392,"
150.16561,-33.911544,,"{lng: 150.16561, lat: -33.911544},","150.16561 -33.911544,"
150.165069,-33.912438,,"{lng: 150.165069, lat: -33.912438},","150.165069 -33.912438,"
150.165099,-33.912963,,"{lng: 150.165099, lat: -33.912963},","150.165099 -33.912963,"
150.165519,-33.91394,,"{lng: 150.165519, lat: -33.91394},","150.165519 -33.91394,"
150.165525,-33.914499,,"{lng: 150.165525, lat: -33.914499},","150.165525 -33.914499,"
150.165201,-33.915415,,"{lng: 150.165201, lat: -33.915415},","150.165201 -33.915415,"
150.167857,-33.917479,,"{lng: 150.167857, lat: -33.917479},","150.167857 -33.917479,"
