Long,Lat,,,
150.766095,-33.7067,"{ lat: -33.7067, lng: 150.766095},","150.766095 -33.7067,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.766095, -33.7067, geography::STPointFromText('POINT(150.766095 -33.7067)', 4326));"
150.766482,-33.707906,"{ lat: -33.707906, lng: 150.766482},","150.766482 -33.707906,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.766482, -33.707906, geography::STPointFromText('POINT(150.766482 -33.707906)', 4326));"
150.766828,-33.70987,"{ lat: -33.70987, lng: 150.766828},","150.766828 -33.70987,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.766828, -33.70987, geography::STPointFromText('POINT(150.766828 -33.70987)', 4326));"
150.767887,-33.71222,"{ lat: -33.71222, lng: 150.767887},","150.767887 -33.71222,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.767887, -33.71222, geography::STPointFromText('POINT(150.767887 -33.71222)', 4326));"
150.767945,-33.713314,"{ lat: -33.713314, lng: 150.767945},","150.767945 -33.713314,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.767945, -33.713314, geography::STPointFromText('POINT(150.767945 -33.713314)', 4326));"
150.76765,-33.713979,"{ lat: -33.713979, lng: 150.76765},","150.76765 -33.713979,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.76765, -33.713979, geography::STPointFromText('POINT(150.76765 -33.713979)', 4326));"
150.767072,-33.714641,"{ lat: -33.714641, lng: 150.767072},","150.767072 -33.714641,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.767072, -33.714641, geography::STPointFromText('POINT(150.767072 -33.714641)', 4326));"
150.766704,-33.715652,"{ lat: -33.715652, lng: 150.766704},","150.766704 -33.715652,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.766704, -33.715652, geography::STPointFromText('POINT(150.766704 -33.715652)', 4326));"
150.766316,-33.71609,"{ lat: -33.71609, lng: 150.766316},","150.766316 -33.71609,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.766316, -33.71609, geography::STPointFromText('POINT(150.766316 -33.71609)', 4326));"
150.766205,-33.717062,"{ lat: -33.717062, lng: 150.766205},","150.766205 -33.717062,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.766205, -33.717062, geography::STPointFromText('POINT(150.766205 -33.717062)', 4326));"
150.765778,-33.717714,"{ lat: -33.717714, lng: 150.765778},","150.765778 -33.717714,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.765778, -33.717714, geography::STPointFromText('POINT(150.765778 -33.717714)', 4326));"
150.765627,-33.71827,"{ lat: -33.71827, lng: 150.765627},","150.765627 -33.71827,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.765627, -33.71827, geography::STPointFromText('POINT(150.765627 -33.71827)', 4326));"
150.765715,-33.718816,"{ lat: -33.718816, lng: 150.765715},","150.765715 -33.718816,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.765715, -33.718816, geography::STPointFromText('POINT(150.765715 -33.718816)', 4326));"
150.764586,-33.718796,"{ lat: -33.718796, lng: 150.764586},","150.764586 -33.718796,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.764586, -33.718796, geography::STPointFromText('POINT(150.764586 -33.718796)', 4326));"
150.764034,-33.718972,"{ lat: -33.718972, lng: 150.764034},","150.764034 -33.718972,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.764034, -33.718972, geography::STPointFromText('POINT(150.764034 -33.718972)', 4326));"
150.762935,-33.7204,"{ lat: -33.7204, lng: 150.762935},","150.762935 -33.7204,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.762935, -33.7204, geography::STPointFromText('POINT(150.762935 -33.7204)', 4326));"
150.762788,-33.721472,"{ lat: -33.721472, lng: 150.762788},","150.762788 -33.721472,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.762788, -33.721472, geography::STPointFromText('POINT(150.762788 -33.721472)', 4326));"
150.762928,-33.722707,"{ lat: -33.722707, lng: 150.762928},","150.762928 -33.722707,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.762928, -33.722707, geography::STPointFromText('POINT(150.762928 -33.722707)', 4326));"
150.763389,-33.723417,"{ lat: -33.723417, lng: 150.763389},","150.763389 -33.723417,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.763389, -33.723417, geography::STPointFromText('POINT(150.763389 -33.723417)', 4326));"
150.763382,-33.724334,"{ lat: -33.724334, lng: 150.763382},","150.763382 -33.724334,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.763382, -33.724334, geography::STPointFromText('POINT(150.763382 -33.724334)', 4326));"
150.763965,-33.725635,"{ lat: -33.725635, lng: 150.763965},","150.763965 -33.725635,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.763965, -33.725635, geography::STPointFromText('POINT(150.763965 -33.725635)', 4326));"
150.763959,-33.726551,"{ lat: -33.726551, lng: 150.763959},","150.763959 -33.726551,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.763959, -33.726551, geography::STPointFromText('POINT(150.763959 -33.726551)', 4326));"
150.763556,-33.726917,"{ lat: -33.726917, lng: 150.763556},","150.763556 -33.726917,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.763556, -33.726917, geography::STPointFromText('POINT(150.763556 -33.726917)', 4326));"
150.763425,-33.72733,"{ lat: -33.72733, lng: 150.763425},","150.763425 -33.72733,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.763425, -33.72733, geography::STPointFromText('POINT(150.763425 -33.72733)', 4326));"
150.762797,-33.72783,"{ lat: -33.72783, lng: 150.762797},","150.762797 -33.72783,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.762797, -33.72783, geography::STPointFromText('POINT(150.762797 -33.72783)', 4326));"
150.76122,-33.72807,"{ lat: -33.72807, lng: 150.76122},","150.76122 -33.72807,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.76122, -33.72807, geography::STPointFromText('POINT(150.76122 -33.72807)', 4326));"
150.760279,-33.728638,"{ lat: -33.728638, lng: 150.760279},","150.760279 -33.728638,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.760279, -33.728638, geography::STPointFromText('POINT(150.760279 -33.728638)', 4326));"
150.75994,-33.729312,"{ lat: -33.729312, lng: 150.75994},","150.75994 -33.729312,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.75994, -33.729312, geography::STPointFromText('POINT(150.75994 -33.729312)', 4326));"
150.759705,-33.729494,"{ lat: -33.729494, lng: 150.759705},","150.759705 -33.729494,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.759705, -33.729494, geography::STPointFromText('POINT(150.759705 -33.729494)', 4326));"
150.759637,-33.73019,"{ lat: -33.73019, lng: 150.759637},","150.759637 -33.73019,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.759637, -33.73019, geography::STPointFromText('POINT(150.759637 -33.73019)', 4326));"
150.760357,-33.730714,"{ lat: -33.730714, lng: 150.760357},","150.760357 -33.730714,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.760357, -33.730714, geography::STPointFromText('POINT(150.760357 -33.730714)', 4326));"
150.761579,-33.732109,"{ lat: -33.732109, lng: 150.761579},","150.761579 -33.732109,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.761579, -33.732109, geography::STPointFromText('POINT(150.761579 -33.732109)', 4326));"
150.761952,-33.734039,"{ lat: -33.734039, lng: 150.761952},","150.761952 -33.734039,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.761952, -33.734039, geography::STPointFromText('POINT(150.761952 -33.734039)', 4326));"
150.761618,-33.735188,"{ lat: -33.735188, lng: 150.761618},","150.761618 -33.735188,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.761618, -33.735188, geography::STPointFromText('POINT(150.761618 -33.735188)', 4326));"
150.775502,-33.736263,"{ lat: -33.736263, lng: 150.775502},","150.775502 -33.736263,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.775502, -33.736263, geography::STPointFromText('POINT(150.775502 -33.736263)', 4326));"
150.776726,-33.736924,"{ lat: -33.736924, lng: 150.776726},","150.776726 -33.736924,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.776726, -33.736924, geography::STPointFromText('POINT(150.776726 -33.736924)', 4326));"
150.776923,-33.737243,"{ lat: -33.737243, lng: 150.776923},","150.776923 -33.737243,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.776923, -33.737243, geography::STPointFromText('POINT(150.776923 -33.737243)', 4326));"
150.776902,-33.738088,"{ lat: -33.738088, lng: 150.776902},","150.776902 -33.738088,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.776902, -33.738088, geography::STPointFromText('POINT(150.776902 -33.738088)', 4326));"
150.777167,-33.739082,"{ lat: -33.739082, lng: 150.777167},","150.777167 -33.739082,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.777167, -33.739082, geography::STPointFromText('POINT(150.777167 -33.739082)', 4326));"
150.777299,-33.739299,"{ lat: -33.739299, lng: 150.777299},","150.777299 -33.739299,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.777299, -33.739299, geography::STPointFromText('POINT(150.777299 -33.739299)', 4326));"
150.778108,-33.739815,"{ lat: -33.739815, lng: 150.778108},","150.778108 -33.739815,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.778108, -33.739815, geography::STPointFromText('POINT(150.778108 -33.739815)', 4326));"
150.778655,-33.739854,"{ lat: -33.739854, lng: 150.778655},","150.778655 -33.739854,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.778655, -33.739854, geography::STPointFromText('POINT(150.778655 -33.739854)', 4326));"
150.779952,-33.739346,"{ lat: -33.739346, lng: 150.779952},","150.779952 -33.739346,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.779952, -33.739346, geography::STPointFromText('POINT(150.779952 -33.739346)', 4326));"
150.780204,-33.739537,"{ lat: -33.739537, lng: 150.780204},","150.780204 -33.739537,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.780204, -33.739537, geography::STPointFromText('POINT(150.780204 -33.739537)', 4326));"
150.780801,-33.739634,"{ lat: -33.739634, lng: 150.780801},","150.780801 -33.739634,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.780801, -33.739634, geography::STPointFromText('POINT(150.780801 -33.739634)', 4326));"
150.781403,-33.740203,"{ lat: -33.740203, lng: 150.781403},","150.781403 -33.740203,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.781403, -33.740203, geography::STPointFromText('POINT(150.781403 -33.740203)', 4326));"
150.781793,-33.740368,"{ lat: -33.740368, lng: 150.781793},","150.781793 -33.740368,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.781793, -33.740368, geography::STPointFromText('POINT(150.781793 -33.740368)', 4326));"
150.782474,-33.739864,"{ lat: -33.739864, lng: 150.782474},","150.782474 -33.739864,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.782474, -33.739864, geography::STPointFromText('POINT(150.782474 -33.739864)', 4326));"
150.782765,-33.739855,"{ lat: -33.739855, lng: 150.782765},","150.782765 -33.739855,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.782765, -33.739855, geography::STPointFromText('POINT(150.782765 -33.739855)', 4326));"
150.783204,-33.740105,"{ lat: -33.740105, lng: 150.783204},","150.783204 -33.740105,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.783204, -33.740105, geography::STPointFromText('POINT(150.783204 -33.740105)', 4326));"
150.78422,-33.741213,"{ lat: -33.741213, lng: 150.78422},","150.78422 -33.741213,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.78422, -33.741213, geography::STPointFromText('POINT(150.78422 -33.741213)', 4326));"
150.784247,-33.742174,"{ lat: -33.742174, lng: 150.784247},","150.784247 -33.742174,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.784247, -33.742174, geography::STPointFromText('POINT(150.784247 -33.742174)', 4326));"
150.785053,-33.742818,"{ lat: -33.742818, lng: 150.785053},","150.785053 -33.742818,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.785053, -33.742818, geography::STPointFromText('POINT(150.785053 -33.742818)', 4326));"
150.784878,-33.743646,"{ lat: -33.743646, lng: 150.784878},","150.784878 -33.743646,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.784878, -33.743646, geography::STPointFromText('POINT(150.784878 -33.743646)', 4326));"
150.784957,-33.743891,"{ lat: -33.743891, lng: 150.784957},","150.784957 -33.743891,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.784957, -33.743891, geography::STPointFromText('POINT(150.784957 -33.743891)', 4326));"
150.785511,-33.744359,"{ lat: -33.744359, lng: 150.785511},","150.785511 -33.744359,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.785511, -33.744359, geography::STPointFromText('POINT(150.785511 -33.744359)', 4326));"
150.785801,-33.745052,"{ lat: -33.745052, lng: 150.785801},","150.785801 -33.745052,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.785801, -33.745052, geography::STPointFromText('POINT(150.785801 -33.745052)', 4326));"
150.786372,-33.745507,"{ lat: -33.745507, lng: 150.786372},","150.786372 -33.745507,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.786372, -33.745507, geography::STPointFromText('POINT(150.786372 -33.745507)', 4326));"
150.786465,-33.745881,"{ lat: -33.745881, lng: 150.786465},","150.786465 -33.745881,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.786465, -33.745881, geography::STPointFromText('POINT(150.786465 -33.745881)', 4326));"
150.786737,-33.745986,"{ lat: -33.745986, lng: 150.786737},","150.786737 -33.745986,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.786737, -33.745986, geography::STPointFromText('POINT(150.786737 -33.745986)', 4326));"
150.787186,-33.745822,"{ lat: -33.745822, lng: 150.787186},","150.787186 -33.745822,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.787186, -33.745822, geography::STPointFromText('POINT(150.787186 -33.745822)', 4326));"
150.787318,-33.746039,"{ lat: -33.746039, lng: 150.787318},","150.787318 -33.746039,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.787318, -33.746039, geography::STPointFromText('POINT(150.787318 -33.746039)', 4326));"
150.787272,-33.746511,"{ lat: -33.746511, lng: 150.787272},","150.787272 -33.746511,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.787272, -33.746511, geography::STPointFromText('POINT(150.787272 -33.746511)', 4326));"
150.787923,-33.746494,"{ lat: -33.746494, lng: 150.787923},","150.787923 -33.746494,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.787923, -33.746494, geography::STPointFromText('POINT(150.787923 -33.746494)', 4326));"
150.788143,-33.745925,"{ lat: -33.745925, lng: 150.788143},","150.788143 -33.745925,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.788143, -33.745925, geography::STPointFromText('POINT(150.788143 -33.745925)', 4326));"
150.7884,-33.745915,"{ lat: -33.745915, lng: 150.7884},","150.7884 -33.745915,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.7884, -33.745915, geography::STPointFromText('POINT(150.7884 -33.745915)', 4326));"
150.789287,-33.746733,"{ lat: -33.746733, lng: 150.789287},","150.789287 -33.746733,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.789287, -33.746733, geography::STPointFromText('POINT(150.789287 -33.746733)', 4326));"
150.78882,-33.748272,"{ lat: -33.748272, lng: 150.78882},","150.78882 -33.748272,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.78882, -33.748272, geography::STPointFromText('POINT(150.78882 -33.748272)', 4326));"
150.78922,-33.748585,"{ lat: -33.748585, lng: 150.78922},","150.78922 -33.748585,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.78922, -33.748585, geography::STPointFromText('POINT(150.78922 -33.748585)', 4326));"
150.789327,-33.749231,"{ lat: -33.749231, lng: 150.789327},","150.789327 -33.749231,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.789327, -33.749231, geography::STPointFromText('POINT(150.789327 -33.749231)', 4326));"
150.789137,-33.749743,"{ lat: -33.749743, lng: 150.789137},","150.789137 -33.749743,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.789137, -33.749743, geography::STPointFromText('POINT(150.789137 -33.749743)', 4326));"
150.789302,-33.750204,"{ lat: -33.750204, lng: 150.789302},","150.789302 -33.750204,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.789302, -33.750204, geography::STPointFromText('POINT(150.789302 -33.750204)', 4326));"
150.788743,-33.750681,"{ lat: -33.750681, lng: 150.788743},","150.788743 -33.750681,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.788743, -33.750681, geography::STPointFromText('POINT(150.788743 -33.750681)', 4326));"
150.788649,-33.750937,"{ lat: -33.750937, lng: 150.788649},","150.788649 -33.750937,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.788649, -33.750937, geography::STPointFromText('POINT(150.788649 -33.750937)', 4326));"
150.7888,-33.751211,"{ lat: -33.751211, lng: 150.7888},","150.7888 -33.751211,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (150.7888, -33.751211, geography::STPointFromText('POINT(150.7888 -33.751211)', 4326));"
